start	end	F2:HeadMovement	F2:janej	F2:yes	F2:no	F2:word01	F2:Face	F2:pitch	M4:pitch	F2:intensity	M4:intensity	F2:x-pos	F2:y-pos	F2:weight	F2:velocity-r	F2:velocity-clock	F2:velocity-x	F2:velocity-y	F2:acceleration-r	F2:acceleration-clock	F2:acceleration-x	F2:acceleration-y	F2:jerk-r	F2:jerk-clock	F2:jerk-x	F2:jerk-y
40776	40784	Waggle		0	0	1	Smile	202.64324576865607	202.64324576865607	45.9387358057286	45.9387358057286	198.027000	106.789000	0.879690	1.069290	2	0.918650	-0.547233	0.256192	1	0.148086	-0.209057	0.019457	8	-0.016536	0.010255
40780	40784	Waggle		0	0	1	Smile	202.64324576865607	202.64324576865607	45.9387358057286	45.9387358057286	198.075000	105.783000	0.836994	1.436257	2	1.133967	-0.881450	0.171028	1	0.080654	-0.150816	0.028128	8	-0.023493	0.015468
40784	40788	Waggle		0	0	1	Smile	202.64324576865607	202.64324576865607	51.699612739575	51.699612739575	201.062000	106.757000	0.839207	1.650675	2	1.215917	-1.116367	0.110871	12	0.009998	-0.110419	0.031247	8	-0.024757	0.019064
40788	40792	Waggle		0	0	1	Smile	194.90461766101808	194.90461766101808	55.34473126384148	55.34473126384148	203.046000	103.783000	0.853454	1.734798	1	1.165267	-1.285177	0.075110	10	-0.062166	-0.042155	0.029107	8	-0.022046	0.019005
40792	40796	Waggle		0	0	1	Smile	195.38008989167292	195.38008989167292	54.4738304554471	54.4738304554471	204.025000	100.824000	0.920244	1.622551	1	0.987100	-1.287752	0.118047	9	-0.117972	0.004212	0.021739	7	-0.013262	0.017225
40796	40804	Waggle		0	0	1	Smile	214.25002848162347	214.25002848162347	53.259174167765565	53.259174167765565	205.024000	100.737000	0.946594	1.477285	1	0.755650	-1.269395	0.149596	8	-0.141096	0.049710	0.018354	6	-0.001467	0.018295
40800	40808	Waggle		0	0	1	Smile	391.1490298096093	391.1490298096093	53.03254057845948	53.03254057845948	205.036000	99.727000	0.930851	1.236613	1	0.407317	-1.167607	0.181562	8	-0.140633	0.114835	0.018427	5	0.005219	0.017673
40804	40808	Waggle		0	0	1	Smile	391.1490298096093	391.1490298096093	53.03254057845948	53.03254057845948	205.067000	97.766100	0.894778	0.791578	12	0.189117	-0.768655	0.205859	7	-0.101065	0.179343	0.012726	5	0.006535	0.010920
40808	40816	Waggle		0	0	1	Smile	391.1490298096093	391.1490298096093	47.662826658672785	47.662826658672785	205.108000	97.761900	0.869785	0.403250	12	0.004133	-0.403228	0.197033	7	-0.103291	0.167788	0.011005	10	-0.009941	-0.004720
40812	40817	Waggle		0	0	1	Smile	391.1490298096093	391.1490298096093	36.44407426881637	36.44407426881637	205.112000	96.771100	0.853117	0.283404	10	-0.249783	-0.133888	0.215120	8	-0.162407	0.141070	0.016032	10	-0.011723	-0.010936
40816	40817	Waggle		0	0	1	Smile	391.1490298096093	391.1490298096093	36.44407426881637	36.44407426881637	205.070000	96.775600	0.879173	0.671872	9	-0.655467	0.147565	0.211408	8	-0.180915	0.109377	0.018037	12	-0.004030	-0.017580
40820	40828	Waggle		0	0	1	Smile	391.1490298096093	391.1490298096093	33.384348918361354	33.384348918361354	205.037000	97.763700	0.895625	1.052764	8	-1.010767	0.294387	0.177597	9	-0.174692	0.031987	0.032904	1	0.012312	-0.030514
40824	40830	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	47.221908247104516	47.221908247104516	204.049000	98.730000	0.898227	1.314496	9	-1.294467	0.228593	0.125390	10	-0.101512	-0.073608	0.039471	1	0.026928	-0.028859
40828	40830	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	47.221908247104516	47.221908247104516	202.042000	99.724200	0.886742	1.361190	9	-1.360833	0.031143	0.133375	12	-0.009125	-0.133063	0.036856	2	0.032977	-0.016459
40832	40836	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	34.732258859450425	34.732258859450425	198.021000	99.739700	0.903135	1.320409	9	-1.289400	-0.284477	0.191889	1	0.082634	-0.173185	0.032335	3	0.032305	-0.001387
40836	40840	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	43.68334376260242	43.68334376260242	197.011000	98.733400	0.895584	1.254164	10	-1.084350	-0.630168	0.223796	2	0.171358	-0.143948	0.029032	4	0.023492	0.017059
40840	40846	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	44.80344871045049	44.80344871045049	196.040000	97.746900	0.893688	1.085837	11	-0.684417	-0.842980	0.241078	2	0.230648	-0.070144	0.027702	5	0.008078	0.026498
40844	40852	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	45.59318926206788	45.59318926206788	196.992000	95.772500	0.883830	0.927348	12	-0.181500	-0.909413	0.233242	3	0.232967	0.011312	0.025772	6	-0.005676	0.025139
40848	40852	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	45.59318926206788	45.59318926206788	197.025000	94.741100	0.903827	0.866438	1	0.303583	-0.811512	0.216029	4	0.200683	0.079968	0.027561	8	-0.022023	0.016571
40852	40856	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	44.929318365406445	44.929318365406445	197.060000	93.776900	0.898562	0.870209	2	0.619233	-0.611403	0.145931	5	0.095416	0.110416	0.034664	8	-0.033055	0.010438
40856	40860	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	44.52298217213257	44.52298217213257	198.022000	93.785300	0.881993	0.820594	2	0.718883	-0.395703	0.140276	6	-0.003823	0.140224	0.029822	9	-0.028934	0.007224
40860	40862	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	37.05428243627517	37.05428243627517	199.048000	93.778500	0.847095	0.538900	3	0.536767	-0.047903	0.189427	7	-0.091415	0.165910	0.025447	9	-0.025347	0.002256
40864	40868	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	35.310861682727406	35.310861682727406	200.039000	93.762900	0.850657	0.436951	4	0.316083	0.301692	0.207815	7	-0.139639	0.153909	0.016513	9	-0.016104	-0.003653
40868	40872	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	35.061220190810005	35.061220190810005	202.023000	93.786300	0.844251	0.597079	6	0.015150	0.596887	0.226051	8	-0.180075	0.136646	0.014563	11	-0.007494	-0.012486
40872	40876	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	34.77456757595049	34.77456757595049	201.046000	93.789700	0.839526	0.882905	7	-0.351667	0.809847	0.199889	8	-0.185726	0.073901	0.021732	1	0.009328	-0.019628
40876	40880	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	33.61456998475073	33.61456998475073	199.042000	95.768400	0.833364	1.101824	7	-0.687650	0.860903	0.132156	9	-0.131339	0.014670	0.034086	1	0.023602	-0.024594
40880	40884	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	30.884591643788788	30.884591643788788	198.024000	97.768700	0.866171	1.212950	8	-0.887650	0.826635	0.080509	11	-0.050205	-0.062937	0.041106	1	0.024892	-0.032712
40884	40892	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	43.49447368941779	43.49447368941779	197.037000	98.741000	0.910932	1.136648	8	-0.937267	0.643040	0.172873	12	0.018524	-0.171878	0.026238	1	0.011224	-0.023716
40888	40896	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	38.96845615293235	38.96845615293235	196.008000	99.712700	0.929650	0.828539	9	-0.805150	0.195473	0.221058	12	0.029667	-0.219058	0.009628	11	-0.004992	-0.008233
40892	40896	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	38.96845615293235	38.96845615293235	195.005000	98.757600	0.878950	0.861872	10	-0.818883	-0.268800	0.221088	12	-0.025150	-0.219653	0.020151	8	-0.016227	0.011948
40896	40904	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	34.33974116346599	34.33974116346599	195.008000	98.729300	0.866381	1.162366	10	-0.964750	-0.648345	0.160312	11	-0.069960	-0.144241	0.031151	7	-0.014524	0.027558
40900	40908	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	30.246618950099723	30.246618950099723	195.015000	97.746600	0.858475	1.375407	10	-1.097983	-0.828358	0.109128	10	-0.095678	-0.052484	0.034826	7	-0.013388	0.032151
40904	40908	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	30.246618950099723	30.246618950099723	194.005000	94.753700	0.840638	1.544139	10	-1.282317	-0.860250	0.150992	8	-0.145010	0.042079	0.025961	6	-0.000662	0.025952
40908	40909	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	35.872012734009196	35.872012734009196	191.034000	94.740700	0.846624	1.763203	10	-1.634067	-0.662353	0.162532	8	-0.121726	0.107701	0.033742	4	0.031580	0.011886
40912	40916	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	34.703883007419485	34.703883007419485	189.054000	93.776000	0.897700	1.890913	9	-1.833483	-0.462482	0.112854	5	0.038522	0.106076	0.047221	3	0.047179	-0.001995
40916	40924	Waggle		0	0	1	Smile	142.63524247466478	142.63524247466478	30.56084627482962	30.56084627482962	188.019000	93.770500	0.901160	1.509720	9	-1.486650	-0.262918	0.218281	4	0.194720	0.098644	0.042388	3	0.041399	-0.009102
